chamber,state,district,party,lastName,firstName,phonetic,officialFullName,middleName,suffix,nickname,address,phone,fax,url,caucusesWith,startTerm,endTerm,stateRankSenate,classSenate,gender,birthday,religion,raceEthnicity,lgbtq,contactForm,office,rssUrl,pre2018incumbent,2016presidentClinton,2016presidentTrump,2012presidentObama,2012presidentObama,2008presidentObama,2008presidentMccain,2018senateDem,2018senateRep,priorSenateElectionDem,priorSenateElectionRep,2018houseDem,2018houseRep,2016houseDem,2016houseRep,2014houseDem,2014houseRep,whiteACS2012-16citizenAdultPopulation,blackACS2012-16citizenAdultPopulation,latinoACS2012-16citizenAdultPopulation,asianPacificIslanderACS2012-16citizenAdultPopulation,nativeACS2012-16citizenAdultPopulation,otherACS2012-16citizenAdultPopulation,white2010censusAdultPopulation,black2010censusAdultPopulation,latino2010censusAdultPopulation,asianPacificIslander2010censusAdultPopulation,native2010censusAdultPopulation,other2010censusAdultPopulation,bachelorsPlusACS2013-17,bachelorsPlusRankACS2013-17,whiteBachelorsPlusACS2013-17,whiteBachelorsPlusRankACS2013-17,medianHouseholdIncomeACS2013-17,householdIncomeRankACS2013-17,nonCollegeWhiteShare,citizenPopulation,whiteCitizenPopulation,blackCitizenPopulation,latinoCitizenPopulation,asianPacificIslanderCitizenPopulation,nativeAmericanCitizenPopulation,otherCitizenPopulation,citizenVotingAgePopulation,whiteCitizenVotingAgePopulation,blackCtizenVotingAgePopulation,latinoCitizenVotingAgePopulation,asianPacificIslanderCitizenVotingAgePopulation,nativeCitizenVotingAgePopulation,otherCitizenVotingAgePopulation,censusTotalPopulation,censusWhitePopulation,censusBlackPopulation,censusLatinoPopulation,censusAsianPacificIslanderPopulation,censusNavtiveAmericanPopulation,censusOtherPopulation
rep,TN,5,Democrat,Cooper,Jim,(JIM KOO-per),Jim Cooper,,,,1536 Longworth House Office Building Washington DC 20515-4205,(202) 225-4311,,https://cooper.house.gov,,1/3/19,1/3/21,,,M,6/19/54,Episcopalian,White - Non-Hispanic,No,,1536 Longworth House Office Building,http://cooper.house.gov/index.php?format=feed&amp;type=rss,Won,56.54555367,38.19193455,55.85914958,42.45125898,57.48244521,41.28441297,,,,,67.84532199,32.15162747,62.5533735,37.4466265,62.32207213,35.70095154,68.51132928,25.13624995,3.047892792,1.74978536,0.276232782,1.278509836,65.03507242,23.11361197,7.503688226,2.730109632,0.259409774,1.358107972,37.5,99,43.6,102,54470,236,38.6,691450,441030,182105,39425,13250,1830,13800,535780,367070,134675,16330,9375,1480,6850,702181,429033,174518,63349,19481,1684,14116
rep,TN,6,Republican,Rose,John,(JAHN ROHZ),,W.,,,1232 Longworth House Office Building Washington DC 20515-4206,(202) 225-4231,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,1232 Longworth House Office Building,,Open - Ran for governor,23.676783,72.64596415,29.50474674,69.0723054,33.4868446,64.94320083,,,,,28.29058455,69.47414971,21.79162712,71.08650568,22.96896303,71.08768207,92.47369086,4.00729255,1.646239102,0.630877814,0.263542663,0.97835701,91.53260922,3.771581674,2.871441965,0.71892591,0.290905587,0.814535644,21.9,348,21.9,401,50731,295,72.2,722305,654250,30385,20170,5065,1970,10470,553990,512295,22200,9120,3495,1460,5420,708141,638135,28183,25490,5357,1970,9006
rep,TN,7,Republican,Green,Mark,(MAHRK GREEN),,E.,,,533 Cannon House Office Building Washington DC 20515-4207,(202) 225-2811,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,533 Cannon House Office Building,,Open - Elected to Senate,28.23182799,67.51520265,32.89611002,65.67534918,36.33959492,62.36611047,,,,,32.10146865,66.85601296,23.50376379,72.21535568,26.77525379,69.99943004,84.17252954,9.864349106,3.232629788,1.219478549,0.277739458,1.233273555,84.3054367,9.388479498,3.324009565,1.504055935,0.327193431,1.150824876,28.1,234,28.8,286,53276,250,59.9,727575,599175,72065,30335,9805,2075,14120,543675,457625,53630,17575,6630,1510,6705,703960,581125,67578,28766,10908,2182,13401
rep,TN,8,Republican,Kustoff,David,(DEY-vid KUHS-tawf),David Kustoff,,,,523 Cannon House Office Building Washington DC 20515-4208,(202) 225-4714,,https://kustoff.house.gov,,1/3/19,1/3/21,,,M,10/8/66,,White - Non-Hispanic,No,,523 Cannon House Office Building,,Won,30.68203268,66.30285298,32.85101277,66.10162824,34.90041752,64.08561159,,,,,30.10127041,67.65990859,25.0855047,68.75249794,24.58530085,70.83345404,76.75358269,19.28988162,1.698355456,1.191397768,0.246398429,0.821328097,76.69119896,18.58363084,2.198713415,1.535534923,0.231127554,0.759794311,27.6,247,28.9,284,54145,241,54.5,695955,517790,139705,16450,10480,1705,9825,529630,406510,102165,8995,6310,1305,4350,704834,526413,137108,18977,11644,1579,9113
rep,TN,9,Democrat,Cohen,Steve,(STEEV KOH-wuhn),Steve Cohen,,,,2104 Rayburn House Office Building Washington DC 20515-4209,(202) 225-3265,,https://cohen.house.gov,,1/3/19,1/3/21,,,M,5/24/49,,White - Non-Hispanic,No,,2104 Rayburn House Office Building,http://cohen.house.gov/rss.xml,Won,77.5303234,19.77486249,78.35238415,20.91709573,76.97245013,22.47067968,,,,,79.97696665,19.23174414,78.74534885,18.86748304,74.96868297,23.31445731,29.17708729,66.43924691,2.104799824,1.132430324,0.13505132,1.011384326,30.24428815,61.09717008,5.680530799,1.848980586,0.206086711,0.922943676,24.1,303,38.2,156,39761,418,18,677410,170425,460220,29250,7315,905,9295,499810,145830,332070,10520,5660,675,5055,705316,185169,451333,46106,12427,1415,8866
sen,TN,,Republican,Alexander,Lamar,(luh-MAHR al-eg-ZAN-der),Lamar Alexander,,,,455 Dirksen Senate Office Building Washington DC 20510,202-224-4944,202-228-3398,https://www.alexander.senate.gov/public,,1/6/15,1/3/21,senior,2,M,7/3/40,Presbyterian,White - Non-Hispanic,No,http://www.alexander.senate.gov/public/index.cfm?p=Email,455 Dirksen Senate Office Building,http://www.alexander.senate.gov/public/?a=rss.feed,Not up,34.7163328,60.72203369,39.03886539,59.42247239,41.79264115,56.84812577,,,31.86527517,61.86680349,,,,,,,79.23824132,16.2437636,2.056243989,1.030121334,0.247405472,1.184531878,78.09269657,15.47704956,3.752620562,1.428938431,0.26813858,0.980556293,26.1,,27.3,,48708,43,57.60620144,6349395,4851635,1080850,217225,71960,14875,112830,4876610,3864140,792145,100275,50235,12065,57765,6346105,4800782,1049391,290059,93078,16302,96493
sen,TN,,Republican,Blackburn,Marsha,(MAHR-shuh BLAK-burn),Marsha Blackburn,W.,,,,,,,,1/3/19,1/3/25,junior,1,F,6/6/52,Presbyterian,White - Non-Hispanic,No,,,,Open - Retired,34.7163328,60.72203369,39.03886539,59.42247239,41.79264115,56.84812577,43.88993004,54.73788017,    Didn't run,,,,,,,,79.23824132,16.2437636,2.056243989,1.030121334,0.247405472,1.184531878,78.09269657,15.47704956,3.752620562,1.428938431,0.26813858,0.980556293,26.1,,27.3,,48708,43,57.60620144,6349395,4851635,1080850,217225,71960,14875,112830,4876610,3864140,792145,100275,50235,12065,57765,6346105,4800782,1049391,290059,93078,16302,96493
rep,TX,1,Republican,Gohmert,Louie,(LOO-ee GOH-mert),Louie Gohmert,B.,Jr.,,2267 Rayburn House Office Building Washington DC 20515-4301,(202) 225-3035,,https://gohmert.house.gov,,1/3/19,1/3/21,,,M,8/18/53,Unknown,White - Non-Hispanic,No,,2267 Rayburn House Office Building,http://gohmert.house.gov/news/rss.aspx,Won,25.29181842,72.2322966,27.49719549,71.57308457,30.49381762,68.97990726,,,,,26.32476796,72.26065658,24.1339585,73.89683152,22.53365644,77.46634356,71.29861292,18.5434639,8.188386942,0.754588579,0.357278677,0.858669762,68.28787117,17.21553252,12.34828688,0.905929739,0.379270859,0.863108836,20.9,366,24.7,360,45313,367,53.7,672585,446025,124150,86210,5800,2140,8255,499610,356215,92645,40910,3770,1785,4290,697653,449361,122388,108031,6394,2514,8965
rep,TX,2,Republican,Crenshaw,Dan,(DAN KREN-shaw),,,,,413 Cannon House Office Building Washington DC 20515-4302,(202) 225-6565,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,413 Cannon House Office Building,,Open - Retired,43.06247818,52.37284659,35.56170839,62.94611911,37.4167656,61.89024766,,,,,45.556433,52.8444296,36.02373525,60.62910623,29.63619639,67.9455561,59.86385464,11.52094109,20.60483912,6.385669776,0.261185205,1.362481876,54.31340673,9.153519242,27.75918609,7.314155171,0.251967681,1.207765084,40.8,74,49.9,62,72711,78,29.9,662645,359885,78645,170005,40775,1435,11890,486245,291085,56020,100190,31050,1270,6625,723642,362572,69835,226797,50935,1709,11794
rep,TX,3,Republican,Taylor,Van,(VAN TEY-ler),,,,,1404 Longworth House Office Building Washington DC 20515-4303,(202) 225-4201,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,1404 Longworth House Office Building,,Open - Retired,40.61832885,54.8010272,34.21427104,64.32202271,37.54134818,61.73092377,,,,,44.23332299,54.24449059,34.57548496,61.20195787,0,82.01041365,69.21520594,9.116424838,9.711491734,9.990181396,0.343155243,1.622549068,65.25820285,8.093746883,12.75895083,11.84900768,0.397526678,1.642565074,53.5,20,55,38,88619,31,31.1,709045,458990,65500,87120,77895,2385,17155,504145,348945,45960,48960,50365,1730,8180,701227,437406,58722,101226,84802,2789,16282
rep,TX,4,Republican,Ratcliffe,John,(JAHN RAT-klif),John Ratcliffe,,,,223 Cannon House Office Building Washington DC 20515-4304,(202) 225-6673,,https://ratcliffe.house.gov,,1/3/19,1/3/21,,,M,10/20/65,,White - Non-Hispanic,No,,223 Cannon House Office Building,,Won,21.79212574,75.42838517,24.81581115,74.00897225,29.35682601,69.91031685,,,,,23.02954924,75.69540011,0,87.98757209,0,100,79.64099639,10.67054605,6.894918465,0.740432854,0.574173779,1.478932462,77.1073141,10.31864128,9.754790452,0.91922699,0.764343799,1.135683377,22.1,346,24.3,368,52481,258,60.2,691220,523890,74195,69580,4965,3950,14640,517265,411955,55195,35665,3830,2970,7650,704405,519963,74839,85956,6406,5385,11856
rep,TX,5,Republican,Gooden,Lance,(LANS GOOD-uhn),,,,,425 Cannon House Office Building Washington DC 20515-4305,(202) 225-3484,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,425 Cannon House Office Building,,Open - Retired,34.27030743,62.66397405,34.36561041,64.53173711,37.43140395,61.93796218,,,,,37.54814875,62.34493358,0,80.60609203,0,85.35995857,66.76880372,16.21630278,13.87925052,1.576896386,0.458015267,1.099663695,62.50074419,13.32728723,20.87591733,1.844391613,0.446511849,1.005147785,21.1,362,26,334,50536,303,49.4,655200,386710,105895,140295,9985,2735,9580,468325,312695,75945,65000,7385,2145,5150,687716,395476,94652,172350,12674,2883,9681
rep,TX,6,Republican,Wright,Ron,(RAHN RAHYT),,,,,428 Cannon House Office Building Washington DC 20515-4306,(202) 225-2002,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,428 Cannon House Office Building,,Open - Retired,41.94027244,54.19177145,40.7588802,57.91485254,42.25267603,57.11807626,,,,,45.44176346,53.10105373,39.0298431,58.34113928,36.44268722,61.14996424,60.10605365,19.38325111,14.51496934,4.194211987,0.370488726,1.431025185,58.5255294,16.98452746,17.85584744,4.925322587,0.391973756,1.316799362,28.7,223,32.2,234,65758,132,40.7,692060,377520,139650,130080,28380,2195,14230,500690,300945,97050,72675,21000,1855,7165,694650,374470,125770,145387,33268,2590,13165
rep,TX,7,Democrat,Fletcher,Lizzie,(LIZ-ee FLET-cher),,,,,1429 Longworth House Office Building Washington DC 20515-4307,(202) 225-2571,,,,1/3/19,1/3/21,,,F,,,White - Non-Hispanic,No,,1429 Longworth House Office Building,,Lost,48.47187029,47.10463724,38.57870349,59.9044072,40.51597576,58.84700164,,,,,52.52810949,47.47189051,43.82643338,56.17356662,34.54709222,63.26395241,56.80770937,14.05117586,18.95031459,8.692387335,0.169524308,1.330026282,50.89255486,10.6871903,27.14367055,9.612854329,0.195823459,1.467906497,50.7,26,61.5,22,71183,87,21.8,618360,310945,86215,155055,54065,870,11205,439465,249650,61750,83280,38200,745,5845,699182,330675,77731,211163,65030,1331,13252
rep,TX,8,Republican,Brady,Kevin,(KEH-vin BREY-dee),Kevin Brady,P.,,,1011 Longworth House Office Building Washington DC 20515-4308,(202) 225-4901,,https://kevinbrady.house.gov,,1/3/19,1/3/21,,,M,4/11/55,Catholic,White - Non-Hispanic,No,,1011 Longworth House Office Building,http://kevinbrady.house.gov/common/rss/index.cfm?rss=49,Won,23.90113148,72.72305226,21.74672558,77.0131449,26.19072011,73.16685875,,,,,24.86729875,73.44108065,0,100,0,89.32456272,74.9137735,8.982716798,12.43177683,2.164190418,0.288053366,1.219489084,71.78241326,8.252806912,16.56788154,2.020976436,0.381584324,0.99433753,30.2,196,32.5,228,64861,139,50.5,719700,507700,61505,120280,16015,2240,11950,527680,395305,47400,65600,11420,1520,6435,694659,476580,56090,135278,14239,2551,9921
rep,TX,9,Democrat,Green,Al,(AL GREEN),Al Green,,,,2347 Rayburn House Office Building Washington DC 20515-4309,(202) 225-7508,,https://algreen.house.gov,,1/3/19,1/3/21,,,M,9/1/47,Unknown,Black - African-American,No,,2347 Rayburn House Office Building,http://algreen.house.gov/rss.xml,Won,79.33281687,18.03111358,78.02348242,21.14813681,76.1868409,23.43935094,,,,,89.05562709,0,80.64374108,19.35625892,90.82125042,0,16.90622861,47.69360516,23.17639581,10.98684854,0.213894593,1.023027281,13.88637438,38.24310468,33.98554846,12.48948578,0.154609031,1.240877667,23.8,312,44.5,95,46048,361,9.4,599815,79140,267685,186660,57675,1030,7630,409080,69160,195105,94810,44945,875,4185,696349,79829,268321,259715,77370,1053,10061
rep,TX,10,Republican,McCaul,Michael,(MAHY-kuhl muh-KAWL),Michael T. McCaul,T.,,,2001 Rayburn House Office Building Washington DC 20515-4310,(202) 225-2401,,https://mccaul.house.gov,,1/3/19,1/3/21,,,M,1/14/62,Unknown,White - Non-Hispanic,No,,2001 Rayburn House Office Building,,Won,43.15130437,52.3309206,38.80971066,59.12355258,42.74660556,56.38154033,,,,,46.79056743,51.05659997,38.44209853,57.33237364,34.13974838,62.18179757,65.59623165,11.1819088,17.74524559,4.010710865,0.194476477,1.271426617,61.82387619,9.523039899,22.76750782,4.415808136,0.293086355,1.1766816,38.7,90,45.5,89,73476,76,35.7,705310,423390,78325,159515,30115,1160,12805,511630,335610,57210,90790,20520,995,6505,689685,397326,67060,181716,30551,1905,11127
rep,TX,11,Republican,Conaway,K.,(MAHYK KAHN-uh-wey),K. Michael Conaway,Michael,,,2469 Rayburn House Office Building Washington DC 20515-4311,(202) 225-3605,,https://conaway.house.gov,,1/3/19,1/3/21,,,M,6/11/48,Baptist,White - Non-Hispanic,No,,2469 Rayburn House Office Building,,Won,19.07417825,77.80278068,19.567492,79.17084544,23.18029809,76.0653978,,,,,18.43704198,80.13676563,0,89.50245624,0,90.26962383,65.93299308,3.679000889,28.43540966,0.671809148,0.322855044,0.956965549,66.20757327,3.338466093,28.40172565,0.764514321,0.446494238,0.841226425,20.4,377,26.3,328,50602,299,48.5,701785,423005,25305,237925,5125,1985,8440,517260,341045,19030,147085,3475,1670,4950,716106,440232,24198,235860,5313,3058,7445
rep,TX,12,Republican,Granger,Kay,(KEY GREYN-jer),Kay Granger,,,,1026 Longworth House Office Building Washington DC 20515-4312,(202) 225-5071,,https://kaygranger.house.gov,,1/3/19,1/3/21,,,F,1/18/43,Methodist,White - Non-Hispanic,No,,1026 Longworth House Office Building,http://kaygranger.house.gov/rss.xml,Won,32.73857321,62.94469934,31.68084987,66.84332295,35.51261296,63.73967392,,,,,33.89089392,64.26919338,26.85445844,69.40006711,26.30693631,71.30725131,72.42163391,8.396946565,14.77132675,2.660768709,0.407952689,1.340415978,70.71944096,7.21092745,17.25982036,3.083013016,0.5095279,1.217270314,29.9,204,34.3,197,62214,153,47.5,710775,476250,60910,138390,18805,2575,13850,523345,379015,43945,77305,13925,2135,7015,692446,460918,52742,142814,20927,3373,11672
rep,TX,13,Republican,Thornberry,Mac,(MAK THAWRN-bairr-ee),Mac Thornberry,M.,,,2208 Rayburn House Office Building Washington DC 20515-4313,(202) 225-3706,,https://thornberry.house.gov,,1/3/19,1/3/21,,,M,7/15/58,Presbyterian,White - Non-Hispanic,No,,2208 Rayburn House Office Building,,Won,16.85311875,79.90001926,18.52403668,80.20388159,22.27596121,76.99429852,,,,,16.92500663,81.54328581,0,89.96935482,12.79716396,84.32191463,73.8383228,5.474246971,17.54319483,1.251549074,0.564323682,1.327338461,71.2114901,5.219373351,20.28220021,1.630837229,0.63077552,1.025323583,20.4,377,24.7,360,50150,308,55.6,661255,452515,34470,149515,8550,3425,12785,488195,360475,26725,85645,6110,2755,6480,697818,466233,36270,169542,11664,4324,9785
rep,TX,14,Republican,Weber,Randy,(RAN-dee WEB-er),"Randy K. Weber, Sr.",K.,,,107 Cannon House Office Building Washington DC 20515-4314,(202) 225-2831,,https://weber.house.gov,,1/3/19,1/3/21,,,M,7/2/53,,White - Non-Hispanic,No,,107 Cannon House Office Building,http://weber.house.gov/rss.xml,Won,38.43405561,58.16326918,39.48757019,59.34261286,42.21533917,57.14918668,,,,,39.3181198,59.24324601,38.14390512,61.85609488,36.06432484,61.85122651,58.98560048,20.85506458,16.42238607,2.404869118,0.308773319,1.02231679,56.87963171,19.7580353,19.23245622,2.789993402,0.360048362,0.979835003,22.7,336,28.4,295,58103,196,42.2,679340,371695,141845,137480,16695,2035,9585,505225,298010,105365,82970,12150,1560,5165,699852,372487,141256,154676,19462,2350,9621
rep,TX,15,Democrat,Gonzalez,Vicente,(vi-SEN-tey gahn-ZAH-lez),Vicente Gonzalez,,,,113 Cannon House Office Building Washington DC 20515-4315,(202) 225-2531,,https://gonzalez.house.gov,,1/3/19,1/3/21,,,M,9/4/67,,Hispanic,No,,113 Cannon House Office Building,,Won,56.65824103,39.97060068,57.44329406,41.54911431,57.44402691,41.9461043,,,,,59.66735841,38.75074332,57.30931547,37.68164121,54.00958041,43.262663,23.10012213,2.379053364,72.78731836,1.172702575,0.173225991,0.388823808,19.37713219,1.68064883,77.28603,1.159053361,0.135172828,0.361962795,19.8,387,31.1,249,41947,397,15.9,629555,115910,11910,491605,6510,815,2805,401210,92680,9545,292030,4705,695,1560,693850,112499,10009,560294,7323,833,2892
rep,TX,16,Democrat,Escobar,Veronica,"(ver-AHN-ee-kuh ES-ko-bar) [Uses Spanish phonemes for ""R"" and ""B""]",,,,,1505 Longworth House Office Building Washington DC 20515-4316,(202) 225-4831,,,,1/3/19,1/3/21,,,F,,,Hispanic,No,,1505 Longworth House Office Building,,Open - Ran for Senate,67.87204451,27.15940465,64.15757175,34.50455487,64.63730264,34.72392928,,,,,68.46451797,27.02939138,85.73238448,0,67.48922782,29.16900349,18.96903436,4.271241605,74.41724541,1.222810516,0.319741456,0.802218708,17.11109023,3.045053805,77.53499146,1.359417258,0.263508379,0.685938866,23.9,308,37,171,44045,382,11.9,632990,102240,24920,491020,7030,1775,6010,436290,82760,18635,324675,5335,1395,3500,692582,102246,20224,554318,8258,1673,5863
rep,TX,17,Republican,Flores,Bill,(BIL FLAWR-is),Bill Flores,,,,2228 Rayburn House Office Building Washington DC 20515-4317,(202) 225-6105,,https://flores.house.gov,,1/3/19,1/3/21,,,M,2/25/54,,Hispanic - Texan (Hispanos),No,,2228 Rayburn House Office Building,http://flores.house.gov/common/rss//index.cfm?rss=25,Won,38.83129732,56.30085815,37.72374921,60.38450725,41.03042492,58.08464205,,,,,41.31855353,56.8107992,35.2434399,60.80585037,32.40055696,64.58209461,65.64036172,13.2978361,16.56754047,2.88033797,0.219018602,1.394905141,62.1278855,12.42344592,19.8705965,4.170000523,0.286587053,1.121484495,29.4,214,36.3,179,50888,292,41.8,679545,408785,93315,144005,20115,1360,11965,513655,337165,68305,85100,14795,1125,7165,702420,404411,93389,163935,27921,1926,10838
rep,TX,18,Democrat,Jackson Lee,Sheila,(SHEE-luh JAK-suhn LEE),Sheila Jackson Lee,,,,2079 Rayburn House Office Building Washington DC 20515-4318,(202) 225-3816,,https://jacksonlee.house.gov,,1/3/19,1/3/21,,,F,1/12/50,Seventh Day Adventist,Black - African-American,No,,2079 Rayburn House Office Building,http://jacksonlee.house.gov/news/rss.aspx,Won,76.45075275,19.95533151,76.12800828,22.81421458,76.66052974,22.92141346,,,,,75.24683723,20.8146171,73.49540889,23.64371439,71.78285067,24.76087162,23.59722159,46.40142088,24.95588036,3.889316259,0.122177474,1.033983438,20.0369275,41.03015137,34.00316057,3.709609275,0.192153007,1.027998278,22.4,342,49.6,64,42662,394,11.8,637240,119885,278435,210390,20880,860,6795,441980,104295,205085,110300,17190,540,4570,678812,112335,275335,259219,22600,1192,8131
rep,TX,19,Republican,Arrington,Jodey,(JOH-dee AIR-ing-tuhn),Jodey C. Arrington,,,,1029 Longworth House Office Building Washington DC 20515-4319,(202) 225-4005,,https://arrington.house.gov,,1/3/19,1/3/21,,,M,3/9/72,,White - Non-Hispanic,No,,1029 Longworth House Office Building,,Won,23.47242202,72.53429704,25.02584793,73.58778415,27.97476762,71.31107661,,,,,24.7736218,75.2263782,0,86.65143138,18.4113965,77.12151953,62.5082645,5.975112743,29.0407255,0.979898754,0.379920463,1.116078037,62.15812402,5.741741833,29.44278962,1.381147471,0.390797184,0.885399871,22.4,342,30.8,259,47875,341,43.2,681915,391965,40800,230495,6400,2485,9770,506685,316720,30275,147145,4965,1925,5655,700602,402548,40888,237388,8923,2579,8276
rep,TX,20,Democrat,Castro,Joaquin,"(wah-KEEN KAH-stro) [R is trilled, O unrounded]",Joaquin Castro,,,,2241 Rayburn House Office Building Washington DC 20515-4320,(202) 225-3236,,https://castro.house.gov,,1/3/19,1/3/21,,,M,9/16/74,,Hispanic - Mexican,No,,2241 Rayburn House Office Building,http://castro.house.gov/rss.xml,Won,61.01026955,34.28684686,58.91500519,39.68376501,58.47068346,40.80892396,,,,,80.8534394,0,79.73613117,0,75.66049748,0,26.72536097,5.623585048,64.32962721,2.199527092,0.156965337,0.965940534,26.59027086,4.632837079,64.66395982,2.763286291,0.230936326,1.118709618,24.7,293,42.7,115,49421,323,15.3,690435,160165,36030,470495,14790,990,7970,496925,132805,27945,319670,10930,780,4800,690154,160686,30256,471362,17201,1408,9241
rep,TX,21,Republican,Roy,Chip,(CHIP ROY),,,,,1319 Longworth House Office Building Washington DC 20515-4321,(202) 225-4236,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,1319 Longworth House Office Building,,Open - Retired,42.48868337,52.46319484,37.89682477,59.8367404,42.41057113,56.68172625,,,,,47.62808349,50.2391005,36.44766888,57.00823805,0,71.77929692,69.64551368,3.342400155,23.08254329,2.268465947,0.211265746,1.449811181,66.83667233,3.28047972,24.95916531,3.261219818,0.321121815,1.341341008,45.1,42,49.7,63,68987,103,35,720115,472195,24140,192075,16125,1335,14240,568005,395590,18985,131110,12885,1200,8235,681608,431913,23008,191587,21680,2061,11359
rep,TX,22,Republican,Olson,Pete,(PEET OHL-suhn),Pete Olson,,,,2133 Rayburn House Office Building Washington DC 20515-4322,(202) 225-5951,,https://olson.house.gov,,1/3/19,1/3/21,,,M,12/9/62,,White - Non-Hispanic,No,,2133 Rayburn House Office Building,feed://olson.house.gov/common/rss/?rss=82,Won,44.17704065,52.06289911,36.69263614,62.1275628,38.83607263,60.54135364,,,,,46.45281687,51.36093879,40.47842693,59.52157307,31.5664463,66.54592719,49.68676315,14.54306883,19.51144918,14.69697418,0.252562623,1.30819546,48.19565565,11.93856466,22.1255057,16.08619891,0.228287861,1.425787219,45.1,42,46.6,81,87901,32,26.5,722835,331980,103445,163755,108650,1640,13370,506805,251815,73705,98885,74485,1280,6630,697318,315103,85562,170341,110977,1627,13708
rep,TX,23,Republican,Hurd,Will,(WIL HURD),Will Hurd,,,,317 Cannon House Office Building Washington DC 20515-4323,(202) 225-4511,,https://hurd.house.gov,,1/3/19,1/3/21,,,M,8/19/77,,Black - African-American,No,,317 Cannon House Office Building,,Won,49.77157306,46.36656365,48.07290871,50.74385215,49.98967912,49.37455491,,,,,48.72637086,49.1671784,46.96176271,48.29428079,47.68039228,49.77865181,31.84969953,3.807039556,62.0165533,1.152347619,0.389618966,0.784741024,28.49352159,3.046125662,66.19038588,1.2765159,0.343591999,0.649858972,21.7,353,38.4,153,51293,284,19.6,662600,182570,23030,440760,7520,2595,6135,454290,144690,17295,281735,5235,1770,3565,708786,178386,19772,494151,8277,2448,5752
